ARMA MEDIO,DEPARTAMENTO,MUNICIPIO,FECHA HECHO,GENERO,AGRUPA EDAD,CODIGO DANE,CANTIDAD
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),17/06/2022,MASCULINO,ADULTOS,11001000,2
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),18/06/2022,FEMENINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),18/06/2022,MASCULINO,ADULTOS,11001000,2
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),19/06/2022,MASCULINO,ADULTOS,11001000,3
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),22/06/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),26/06/2022,MASCULINO,ADULTOS,11001000,3
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),01/07/2022,MASCULINO,ADULTOS,11001000,3
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),02/07/2022,MASCULINO,ADOLESCENTES,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),02/07/2022,MASCULINO,ADULTOS,11001000,3
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),03/07/2022,MASCULINO,ADULTOS,11001000,3
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),04/07/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),05/07/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),07/07/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),08/07/2022,FEMENINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),08/07/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),10/07/2022,MASCULINO,ADULTOS,11001000,2
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),11/07/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),14/07/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),15/07/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),16/07/2022,MASCULINO,ADOLESCENTES,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),16/07/2022,MASCULINO,ADULTOS,11001000,2
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),17/07/2022,MASCULINO,ADULTOS,11001000,3
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),20/07/2022,MASCULINO,ADULTOS,11001000,2
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),23/07/2022,MASCULINO,ADULTOS,11001000,4
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),25/07/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),26/07/2022,FEMENINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),26/07/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),29/07/2022,MASCULINO,ADULTOS,11001000,2
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),30/07/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),31/07/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),02/08/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),03/08/2022,FEMENINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),04/08/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),06/08/2022,MASCULINO,ADULTOS,11001000,2
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),07/08/2022,MASCULINO,ADULTOS,11001000,3
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),09/08/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),19/08/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),20/08/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),21/08/2022,MASCULINO,ADULTOS,11001000,2
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),23/08/2022,MASCULINO,ADULTOS,11001000,2
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),25/08/2022,MASCULINO,ADULTOS,11001000,2
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),26/08/2022,FEMENINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,BOGOTÁ D.C. (CT),26/08/2022,MASCULINO,ADULTOS,11001000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,CACHIPAY,24/04/2022,MASCULINO,ADULTOS,25123000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,CACHIPAY,16/07/2022,MASCULINO,ADULTOS,25123000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,CAJICÁ,24/06/2022,FEMENINO,ADOLESCENTES,25126000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,CAQUEZA,13/07/2022,MASCULINO,ADULTOS,25151000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,CARMEN DE CARUPA,20/03/2022,MASCULINO,ADULTOS,25154000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,CARMEN DE CARUPA,17/07/2022,MASCULINO,ADULTOS,25154000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,CHÍA,09/04/2022,MASCULINO,ADULTOS,25175000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,CHIPAQUE,08/03/2022,FEMENINO,ADULTOS,25178000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,COGUA,26/02/2022,MASCULINO,ADULTOS,25200000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,EL COLEGIO,12/04/2022,FEMENINO,ADULTOS,25245000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,EL ROSAL,29/01/2022,MASCULINO,ADULTOS,25260000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FACATATIVÁ,12/02/2022,MASCULINO,ADULTOS,25269000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FACATATIVÁ,28/05/2022,MASCULINO,ADULTOS,25269000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FACATATIVÁ,31/05/2022,MASCULINO,ADULTOS,25269000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FACATATIVÁ,12/06/2022,MASCULINO,ADULTOS,25269000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FACATATIVÁ,13/06/2022,MASCULINO,ADULTOS,25269000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FACATATIVÁ,19/07/2022,MASCULINO,ADULTOS,25269000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FACATATIVÁ,29/07/2022,FEMENINO,ADULTOS,25269000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FACATATIVÁ,04/08/2022,MASCULINO,ADULTOS,25269000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FUNZA,13/02/2022,FEMENINO,ADULTOS,25286000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FUNZA,26/03/2022,MASCULINO,ADULTOS,25286000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FUNZA,18/06/2022,MASCULINO,ADULTOS,25286000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FUSAGASUGÁ,02/02/2022,MASCULINO,ADULTOS,25290000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FUSAGASUGÁ,02/03/2022,MASCULINO,ADULTOS,25290000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,FUSAGASUGÁ,19/07/2022,MASCULINO,ADULTOS,25290000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,GIRARDOT,15/01/2022,MASCULINO,ADULTOS,25307000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,GIRARDOT,17/02/2022,MASCULINO,ADULTOS,25307000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,GIRARDOT,12/06/2022,MASCULINO,ADULTOS,25307000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,GIRARDOT,17/06/2022,MASCULINO,ADULTOS,25307000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,GIRARDOT,02/07/2022,MASCULINO,ADULTOS,25307000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,GIRARDOT,25/07/2022,MASCULINO,ADULTOS,25307000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,GUACHETÁ,31/07/2022,MASCULINO,ADULTOS,25317000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,GUATAVITA,26/06/2022,MASCULINO,ADULTOS,25326000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,GUTIÉRREZ,21/06/2022,FEMENINO,ADULTOS,25339000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,LA MESA,21/08/2022,FEMENINO,ADULTOS,25386000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,MADRID,01/01/2022,MASCULINO,ADULTOS,25430000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,MADRID,18/03/2022,MASCULINO,ADULTOS,25430000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,MADRID,22/05/2022,FEMENINO,ADULTOS,25430000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,NARIÑO,30/01/2022,MASCULINO,ADULTOS,25483000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,NEMOCÓN,11/06/2022,MASCULINO,ADULTOS,25486000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,PARATEBUENO,10/06/2022,FEMENINO,ADULTOS,25530000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,PUERTO SALGAR,01/01/2022,MASCULINO,ADULTOS,25572000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,QUETAME,21/07/2022,MASCULINO,ADULTOS,25594000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,QUIPILE,08/05/2022,MASCULINO,ADULTOS,25596000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,22/04/2022,FEMENINO,ADOLESCENTES,25645000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,22/04/2022,FEMENINO,ADULTOS,25645000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,22/04/2022,MASCULINO,ADULTOS,25645000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SESQUILÉ,19/03/2022,MASCULINO,ADULTOS,25736000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SIBATÉ,03/04/2022,MASCULINO,ADULTOS,25740000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SIBATÉ,24/04/2022,MASCULINO,ADULTOS,25740000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,02/01/2022,FEMENINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,02/01/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,09/01/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,15/02/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,16/02/2022,FEMENINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,21/03/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,27/03/2022,FEMENINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,09/04/2022,FEMENINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,21/04/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,24/04/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,28/04/2022,FEMENINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,02/05/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,13/05/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,16/05/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,28/05/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,29/05/2022,FEMENINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,29/05/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,20/06/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,26/06/2022,FEMENINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,03/07/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,10/07/2022,MASCULINO,ADULTOS,25754000,2
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,24/07/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,31/07/2022,MASCULINO,ADOLESCENTES,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,02/08/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,05/08/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,07/08/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,13/08/2022,FEMENINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,27/08/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SOACHA,28/08/2022,MASCULINO,ADULTOS,25754000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,SUESCA,15/05/2022,MASCULINO,ADULTOS,25772000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,TENJO,09/05/2022,MASCULINO,ADULTOS,25799000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,TIBACUY,17/02/2022,MASCULINO,ADULTOS,25805000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,TOCAIMA,26/07/2022,MASCULINO,ADULTOS,25815000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,TOCANCIPÁ,18/06/2022,MASCULINO,ADULTOS,25817000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,VERGARA,28/02/2022,FEMENINO,ADULTOS,25862000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,26/06/2022,MASCULINO,ADULTOS,25843000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,VILLETA,25/03/2022,MASCULINO,ADULTOS,25875000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,VIOTÁ,03/07/2022,MASCULINO,ADULTOS,25878000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,ZIPAQUIRÁ,01/01/2022,MASCULINO,ADULTOS,25899000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,ZIPAQUIRÁ,03/04/2022,MASCULINO,ADULTOS,25899000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,ZIPAQUIRÁ,12/06/2022,MASCULINO,ADULTOS,25899000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,ZIPAQUIRÁ,25/06/2022,FEMENINO,ADULTOS,25899000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,ZIPAQUIRÁ,02/07/2022,MASCULINO,ADULTOS,25899000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,ZIPAQUIRÁ,03/07/2022,MASCULINO,ADULTOS,25899000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,ZIPAQUIRÁ,02/08/2022,MASCULINO,ADULTOS,25899000,1
ARMA BLANCA / CORTOPUNZANTE,CUNDINAMARCA,ZIPAQUIRÁ,16/08/2022,MASCULINO,ADULTOS,25899000,1
ARMA BLANCA / CORTOPUNZANTE,GUAJIRA,MAICAO,09/06/2022,MASCULINO,ADULTOS,44430000,1
ARMA BLANCA / CORTOPUNZANTE,GUAJIRA,MAICAO,12/06/2022,MASCULINO,ADULTOS,44430000,1
ARMA BLANCA / CORTOPUNZANTE,GUAJIRA,RIOHACHA (CT),03/01/2022,MASCULINO,ADULTOS,44001000,1
ARMA BLANCA / CORTOPUNZANTE,GUAJIRA,RIOHACHA (CT),08/02/2022,FEMENINO,ADULTOS,44001000,1
ARMA BLANCA / CORTOPUNZANTE,GUAJIRA,RIOHACHA (CT),10/03/2022,FEMENINO,ADULTOS,44001000,1
ARMA BLANCA / CORTOPUNZANTE,GUAJIRA,RIOHACHA (CT),13/04/2022,MASCULINO,ADULTOS,44001000,1
ARMA BLANCA / CORTOPUNZANTE,GUAJIRA,RIOHACHA (CT),04/05/2022,MASCULINO,MENORES,44001000,1
ARMA BLANCA / CORTOPUNZANTE,GUAJIRA,VILLANUEVA,01/01/2022,MASCULINO,ADULTOS,44874000,1
ARMA BLANCA / CORTOPUNZANTE,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),30/01/2022,MASCULINO,ADULTOS,95001000,1
ARMA BLANCA / CORTOPUNZANTE,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),13/03/2022,MASCULINO,ADULTOS,95001000,1
ARMA BLANCA / CORTOPUNZANTE,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),05/06/2022,MASCULINO,ADULTOS,95001000,1
ARMA BLANCA / CORTOPUNZANTE,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),10/07/2022,MASCULINO,ADULTOS,95001000,1
ARMA BLANCA / CORTOPUNZANTE,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),30/07/2022,MASCULINO,ADULTOS,95001000,1
ARMA BLANCA / CORTOPUNZANTE,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),07/08/2022,MASCULINO,ADULTOS,95001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,ACEVEDO,21/03/2022,FEMENINO,ADULTOS,41006000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,ACEVEDO,21/03/2022,MASCULINO,ADULTOS,41006000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,ACEVEDO,23/04/2022,MASCULINO,ADULTOS,41006000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,AIPE,14/03/2022,MASCULINO,ADULTOS,41016000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,ALGECIRAS,10/01/2022,MASCULINO,ADULTOS,41020000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,ALGECIRAS,29/05/2022,MASCULINO,ADULTOS,41020000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,ALGECIRAS,22/08/2022,MASCULINO,ADULTOS,41020000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,CAMPOALEGRE,12/06/2022,MASCULINO,ADULTOS,41132000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,CAMPOALEGRE,14/08/2022,MASCULINO,ADULTOS,41132000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,GARZÓN,22/05/2022,MASCULINO,ADULTOS,41298000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,GARZÓN,03/07/2022,MASCULINO,ADULTOS,41298000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,GIGANTE,28/05/2022,MASCULINO,ADULTOS,41306000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,GUADALUPE,10/07/2022,MASCULINO,ADULTOS,41319000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,IQUIRA,23/05/2022,MASCULINO,ADULTOS,41357000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,ISNOS,15/05/2022,MASCULINO,ADULTOS,41359000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,LA PLATA,21/07/2022,MASCULINO,ADOLESCENTES,41396000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,LA PLATA,28/08/2022,MASCULINO,ADOLESCENTES,41396000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),01/01/2022,MASCULINO,ADULTOS,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),11/01/2022,MASCULINO,ADULTOS,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),23/01/2022,MASCULINO,ADULTOS,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),27/01/2022,MASCULINO,ADULTOS,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),20/02/2022,MASCULINO,ADULTOS,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),22/03/2022,MASCULINO,ADULTOS,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),20/04/2022,MASCULINO,ADOLESCENTES,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),22/04/2022,MASCULINO,ADULTOS,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),15/05/2022,MASCULINO,ADULTOS,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),25/05/2022,MASCULINO,ADULTOS,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),31/05/2022,FEMENINO,ADULTOS,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),10/06/2022,MASCULINO,ADULTOS,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),26/06/2022,MASCULINO,ADULTOS,41001000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,NEIVA (CT),01/07/2022,MASCULINO,ADULTOS,41001000,2
ARMA BLANCA / CORTOPUNZANTE,HUILA,OPORAPA,31/01/2022,MASCULINO,ADULTOS,41503000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,PALERMO,21/02/2022,MASCULINO,ADULTOS,41524000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,PALERMO,08/05/2022,MASCULINO,ADULTOS,41524000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,PALERMO,21/08/2022,MASCULINO,ADULTOS,41524000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,PALESTINA,18/06/2022,FEMENINO,ADULTOS,41530000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,PITALITO,02/01/2022,MASCULINO,ADULTOS,41551000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,PITALITO,20/02/2022,MASCULINO,ADULTOS,41551000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,PITALITO,30/03/2022,MASCULINO,ADULTOS,41551000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,PITALITO,09/04/2022,MASCULINO,ADULTOS,41551000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,PITALITO,17/04/2022,MASCULINO,ADULTOS,41551000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,PITALITO,10/07/2022,FEMENINO,ADULTOS,41551000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,RIVERA,05/03/2022,FEMENINO,ADULTOS,41615000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,RIVERA,02/05/2022,MASCULINO,ADULTOS,41615000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,SAN AGUSTÍN,16/01/2022,FEMENINO,ADULTOS,41668000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,SAN AGUSTÍN,12/03/2022,MASCULINO,ADULTOS,41668000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,SAN AGUSTÍN,02/04/2022,FEMENINO,ADULTOS,41668000,1
ARMA BLANCA / CORTOPUNZANTE,HUILA,SANTA MARÍA,16/02/2022,MASCULINO,ADULTOS,41676000,2
ARMA BLANCA / CORTOPUNZANTE,HUILA,SANTA MARÍA,18/06/2022,MASCULINO,ADULTOS,41676000,1
