ARMA MEDIO,DEPARTAMENTO,MUNICIPIO,FECHA HECHO,GENERO,AGRUPA EDAD,CODIGO DANE,CANTIDAD
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Girardota,5/23/2024,MASCULINO,ADULTOS,05308000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Girardota,8/22/2024,MASCULINO,ADULTOS,05308000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Guarne,5/7/2024,MASCULINO,ADULTOS,05318000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Hispania,2/11/2024,MASCULINO,ADULTOS,05353000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Hispania,2/18/2024,MASCULINO,ADULTOS,05353000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Itagui,1/24/2024,FEMENINO,ADULTOS,05360000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Itagui,2/20/2024,MASCULINO,ADULTOS,05360000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Itagui,3/8/2024,MASCULINO,ADULTOS,05360000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Itagui,7/17/2024,MASCULINO,ADULTOS,05360000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Itagui,8/18/2024,MASCULINO,ADULTOS,05360000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Ituango,6/9/2024,MASCULINO,ADULTOS,05361000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Jardín,4/21/2024,MASCULINO,ADULTOS,05364000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Jericó,3/26/2024,MASCULINO,ADULTOS,05368000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,La Ceja,5/28/2024,FEMENINO,ADULTOS,05376000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,La Ceja,8/4/2024,MASCULINO,ADULTOS,05376000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,La Estrella,2/1/2024,MASCULINO,ADULTOS,05380000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,La Unión,4/28/2024,MASCULINO,ADULTOS,05400000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Marinilla,2/25/2024,MASCULINO,ADULTOS,05440000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Marinilla,4/20/2024,MASCULINO,ADULTOS,05440000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Marinilla,7/14/2024,FEMENINO,ADULTOS,05440000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),1/1/2024,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),1/1/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),1/7/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),1/12/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),1/17/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),1/20/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),1/23/2024,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),1/28/2024,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),2/1/2024,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),2/1/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),2/16/2024,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),2/16/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),2/17/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),2/19/2024,MASCULINO,ADULTOS,05001000,3
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),2/23/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),2/24/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),3/10/2024,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),3/17/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),3/20/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),3/25/2024,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),3/25/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),3/29/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),3/30/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),3/31/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),4/7/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),4/8/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),4/10/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),4/27/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),5/1/2024,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),5/5/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),5/12/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),5/13/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),5/16/2024,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),5/18/2024,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),5/29/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),6/1/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),6/8/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),6/18/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),6/27/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),7/6/2024,MASCULINO,ADULTOS,05001005,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),7/7/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),7/9/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),7/15/2024,FEMENINO,ADULTOS,05001004,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),7/21/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),7/22/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),7/25/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),7/28/2024,MASCULINO,ADOLESCENTES,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),7/28/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),8/8/2024,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),8/12/2024,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),8/16/2024,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),8/17/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),8/18/2024,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),8/19/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),8/29/2024,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),8/31/2024,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Mutatá,1/10/2024,MASCULINO,ADULTOS,05480000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Puerto Berrío,7/1/2024,FEMENINO,ADULTOS,05579000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Remedios,4/8/2024,MASCULINO,ADULTOS,05604000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Remedios,5/12/2024,MASCULINO,ADULTOS,05604000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Retiro,1/14/2024,MASCULINO,ADULTOS,05607000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Retiro,2/15/2024,FEMENINO,ADULTOS,05607000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Retiro,4/27/2024,MASCULINO,ADULTOS,05607000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Rionegro,1/10/2024,MASCULINO,ADULTOS,05615000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Rionegro,1/28/2024,MASCULINO,ADULTOS,05615000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Rionegro,5/26/2024,FEMENINO,ADULTOS,05615000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Rionegro,7/3/2024,MASCULINO,ADULTOS,05615000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Rionegro,7/7/2024,MASCULINO,ADULTOS,05615000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Sabanalarga,8/26/2024,MASCULINO,ADULTOS,05628000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Sabaneta,5/31/2024,FEMENINO,ADULTOS,05631000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Salgar,1/1/2024,MASCULINO,ADULTOS,05642000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Salgar,1/3/2024,MASCULINO,ADULTOS,05642000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Salgar,1/28/2024,MASCULINO,ADULTOS,05642010,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Salgar,4/2/2024,MASCULINO,ADULTOS,05642000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Salgar,4/7/2024,MASCULINO,ADULTOS,05642000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Salgar,5/18/2024,MASCULINO,ADULTOS,05642010,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,San Carlos,2/14/2024,MASCULINO,ADULTOS,05649000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,San Jerónimo,4/22/2024,MASCULINO,ADULTOS,05656000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,San Jerónimo,5/13/2024,FEMENINO,ADULTOS,05656000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,San Jerónimo,5/22/2024,MASCULINO,ADULTOS,05656000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,San Pedro,6/2/2024,MASCULINO,ADULTOS,05664000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,San Pedro de Urabá,5/26/2024,MASCULINO,ADULTOS,05665000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,San Rafael,4/22/2024,MASCULINO,ADULTOS,05667000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,San Vicente,8/23/2024,MASCULINO,ADULTOS,05674000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Santa Rosa de Osos,4/22/2024,MASCULINO,ADULTOS,05686000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Santafé de Antioquia,1/7/2024,MASCULINO,ADULTOS,05042000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Santafé de Antioquia,1/20/2024,MASCULINO,ADULTOS,05042000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Santo Domingo,3/27/2024,MASCULINO,ADULTOS,05690000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Segovia,8/26/2024,MASCULINO,ADOLESCENTES,05736000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Sonson,2/18/2024,MASCULINO,ADULTOS,05756000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Turbo,6/21/2024,MASCULINO,ADOLESCENTES,05837000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Turbo,8/6/2024,MASCULINO,ADULTOS,05837000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Urrao,1/13/2024,MASCULINO,ADULTOS,05847000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Urrao,4/20/2024,MASCULINO,ADULTOS,05847000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Urrao,7/13/2024,MASCULINO,ADULTOS,05847000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Valdivia,6/10/2024,MASCULINO,ADULTOS,05854000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Venecia,6/11/2024,MASCULINO,ADULTOS,05861002,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Vigía del Fuerte,1/2/2024,MASCULINO,ADULTOS,05873000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Yarumal,5/27/2024,MASCULINO,ADULTOS,05887000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Yarumal,7/14/2024,MASCULINO,ADULTOS,05887000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Zaragoza,5/5/2024,FEMENINO,ADULTOS,05895000,1
ARMA BLANCA / CORTOPUNZANTE,ARAUCA,Arauquita,1/1/2024,MASCULINO,ADOLESCENTES,81065000,1
ARMA BLANCA / CORTOPUNZANTE,ARAUCA,Arauquita,4/29/2024,MASCULINO,ADULTOS,81065000,1
ARMA BLANCA / CORTOPUNZANTE,ARAUCA,Tame,1/28/2024,MASCULINO,ADULTOS,81794000,1
ARMA BLANCA / CORTOPUNZANTE,ATLÁNTICO,Baranoa,1/1/2024,MASCULINO,ADULTOS,08078000,1
ARMA BLANCA / CORTOPUNZANTE,ATLÁNTICO,Barranquilla (CT),1/3/2024,MASCULINO,ADOLESCENTES,08001000,1
ARMA BLANCA / CORTOPUNZANTE,ATLÁNTICO,Barranquilla (CT),1/19/2024,MASCULINO,ADULTOS,08001000,1
ARMA BLANCA / CORTOPUNZANTE,ATLÁNTICO,Barranquilla (CT),1/26/2024,FEMENINO,ADULTOS,08001000,1
ARMA BLANCA / CORTOPUNZANTE,ATLÁNTICO,Barranquilla (CT),1/29/2024,MASCULINO,ADULTOS,08001000,1
ARMA BLANCA / CORTOPUNZANTE,ATLÁNTICO,Barranquilla (CT),2/11/2024,MASCULINO,ADOLESCENTES,08001000,1
ARMA BLANCA / CORTOPUNZANTE,ATLÁNTICO,Barranquilla (CT),3/1/2024,MASCULINO,ADULTOS,08001000,1
ARMA BLANCA / CORTOPUNZANTE,ATLÁNTICO,Barranquilla (CT),3/10/2024,MASCULINO,ADULTOS,08001000,1
ARMA BLANCA / CORTOPUNZANTE,ATLÁNTICO,Barranquilla (CT),3/16/2024,MASCULINO,ADULTOS,08001000,1
ARMA BLANCA / CORTOPUNZANTE,ATLÁNTICO,Barranquilla (CT),3/17/2024,MASCULINO,ADOLESCENTES,08001000,1
