ARMA MEDIO,DEPARTAMENTO,MUNICIPIO,FECHA HECHO,GENERO,AGRUPA EDAD,CODIGO DANE,CANTIDAD
ARMA BLANCA / CORTOPUNZANTE,NORTE DE SANTANDER,Mutiscua,8/2/2024,MASCULINO,ADULTOS,54480000,1
ARMA BLANCA / CORTOPUNZANTE,NORTE DE SANTANDER,Ocaña,6/4/2024,MASCULINO,ADULTOS,54498000,1
ARMA BLANCA / CORTOPUNZANTE,NORTE DE SANTANDER,Ocaña,7/14/2024,MASCULINO,ADOLESCENTES,54498000,1
ARMA BLANCA / CORTOPUNZANTE,NORTE DE SANTANDER,Ocaña,8/8/2024,MASCULINO,ADULTOS,54498000,1
ARMA BLANCA / CORTOPUNZANTE,NORTE DE SANTANDER,Pamplona,7/23/2024,MASCULINO,ADULTOS,54518000,1
ARMA BLANCA / CORTOPUNZANTE,NORTE DE SANTANDER,San Cayetano,6/14/2024,MASCULINO,ADULTOS,54673000,1
ARMA BLANCA / CORTOPUNZANTE,NORTE DE SANTANDER,Tibú,4/14/2024,MASCULINO,ADULTOS,54810000,1
ARMA BLANCA / CORTOPUNZANTE,NORTE DE SANTANDER,Villa Caro,7/21/2024,MASCULINO,ADULTOS,54871000,2
ARMA BLANCA / CORTOPUNZANTE,NORTE DE SANTANDER,Villa del Rosario,8/24/2024,MASCULINO,ADULTOS,54874000,1
ARMA BLANCA / CORTOPUNZANTE,PUTUMAYO,Puerto Asís,1/1/2024,MASCULINO,ADULTOS,86568000,1
ARMA BLANCA / CORTOPUNZANTE,PUTUMAYO,Puerto Asís,5/4/2024,MASCULINO,ADULTOS,86568000,1
ARMA BLANCA / CORTOPUNZANTE,PUTUMAYO,Puerto Guzmán,2/26/2024,MASCULINO,ADULTOS,86571000,2
ARMA BLANCA / CORTOPUNZANTE,PUTUMAYO,San Miguel,3/22/2024,MASCULINO,ADULTOS,86757000,1
ARMA BLANCA / CORTOPUNZANTE,PUTUMAYO,San Miguel,6/23/2024,MASCULINO,ADOLESCENTES,86757000,1
ARMA BLANCA / CORTOPUNZANTE,PUTUMAYO,Sibundoy,6/8/2024,MASCULINO,ADULTOS,86749000,1
ARMA BLANCA / CORTOPUNZANTE,PUTUMAYO,Valle del Guamuez,2/4/2024,MASCULINO,ADULTOS,86865000,1
ARMA BLANCA / CORTOPUNZANTE,PUTUMAYO,Valle del Guamuez,2/19/2024,MASCULINO,ADULTOS,86865000,1
ARMA BLANCA / CORTOPUNZANTE,PUTUMAYO,Villagarzón,2/19/2024,MASCULINO,ADULTOS,86885000,1
ARMA BLANCA / CORTOPUNZANTE,PUTUMAYO,Villagarzón,6/3/2024,FEMENINO,ADULTOS,86885000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),1/1/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),2/4/2024,MASCULINO,ADOLESCENTES,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),2/4/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),2/15/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),2/29/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),3/8/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),4/7/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),4/21/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),4/27/2024,MASCULINO,ADOLESCENTES,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),4/28/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),5/7/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),5/8/2024,MASCULINO,ADULTOS,63001005,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),5/18/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),6/16/2024,MASCULINO,ADOLESCENTES,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),6/27/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),7/13/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),7/18/2024,FEMENINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Armenia (CT),7/21/2024,MASCULINO,ADULTOS,63001000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Calarca,8/3/2024,MASCULINO,ADULTOS,63130000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Montenegro,1/26/2024,FEMENINO,ADULTOS,63470003,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Montenegro,2/19/2024,MASCULINO,ADULTOS,63470000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Montenegro,7/8/2024,MASCULINO,ADULTOS,63470000,1
ARMA BLANCA / CORTOPUNZANTE,QUINDÍO,Pijao,6/29/2024,MASCULINO,ADULTOS,63548000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Dosquebradas,3/19/2024,MASCULINO,ADULTOS,66170000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Dosquebradas,4/15/2024,MASCULINO,ADULTOS,66170000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Dosquebradas,6/3/2024,MASCULINO,ADULTOS,66170000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Dosquebradas,6/30/2024,MASCULINO,ADULTOS,66170000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Dosquebradas,8/20/2024,MASCULINO,ADULTOS,66170000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Dosquebradas,8/31/2024,MASCULINO,ADULTOS,66170000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Mistrató,8/30/2024,MASCULINO,ADULTOS,66456000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),1/9/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),1/21/2024,FEMENINO,ADOLESCENTES,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),1/21/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),2/11/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),2/24/2024,MASCULINO,ADOLESCENTES,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),3/9/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),4/7/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),5/10/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),5/23/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),7/14/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),7/31/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),8/5/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),8/8/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),8/16/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Pereira (CT),8/24/2024,MASCULINO,ADULTOS,66001000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Quinchía,1/25/2024,MASCULINO,ADULTOS,66594000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Santa Rosa de Cabal,3/3/2024,MASCULINO,ADULTOS,66682000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Santa Rosa de Cabal,4/11/2024,MASCULINO,ADULTOS,66682000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Santa Rosa de Cabal,5/1/2024,MASCULINO,ADULTOS,66682000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Santa Rosa de Cabal,6/13/2024,MASCULINO,ADULTOS,66682000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Santuario,2/1/2024,FEMENINO,ADULTOS,66687000,1
ARMA BLANCA / CORTOPUNZANTE,RISARALDA,Santuario,5/3/2024,MASCULINO,ADULTOS,66687000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Barbosa,1/21/2024,MASCULINO,ADULTOS,68077000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Barrancabermeja,2/7/2024,MASCULINO,ADULTOS,68081000,2
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Barrancabermeja,3/10/2024,MASCULINO,ADULTOS,68081000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Barrancabermeja,4/21/2024,FEMENINO,ADULTOS,68081000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),1/1/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),1/2/2024,FEMENINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),1/4/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),1/27/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),2/14/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),2/18/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),2/24/2024,FEMENINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),3/1/2024,FEMENINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),3/2/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),3/4/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),3/10/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),3/13/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),3/21/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),4/5/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),4/22/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),5/1/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),5/4/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),5/13/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),5/17/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),5/31/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),6/30/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),7/7/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),7/11/2024,FEMENINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),7/25/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),8/8/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),8/13/2024,MASCULINO,ADULTOS,68001000,2
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),8/22/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Bucaramanga (CT),8/25/2024,MASCULINO,ADULTOS,68001000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Carcasí,1/7/2024,MASCULINO,ADULTOS,68152000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Charalá,1/19/2024,FEMENINO,ADULTOS,68167000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Cimitarra,5/10/2024,MASCULINO,ADULTOS,68190000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Cimitarra,5/23/2024,MASCULINO,ADULTOS,68190000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Cimitarra,6/25/2024,FEMENINO,ADULTOS,68190000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Contratación,3/27/2024,MASCULINO,ADULTOS,68211000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,El Carmen de Chucurí,3/31/2024,MASCULINO,ADULTOS,68235000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,El Peñón,1/1/2024,MASCULINO,ADULTOS,68250000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Floridablanca,4/7/2024,MASCULINO,ADULTOS,68276000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Floridablanca,4/20/2024,MASCULINO,ADULTOS,68276000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Floridablanca,5/15/2024,MASCULINO,ADULTOS,68276000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Floridablanca,5/23/2024,MASCULINO,ADULTOS,68276000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Floridablanca,7/29/2024,MASCULINO,ADULTOS,68276000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Floridablanca,8/14/2024,MASCULINO,ADULTOS,68276000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Galán,5/6/2024,MASCULINO,ADULTOS,68296000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Girón,1/14/2024,MASCULINO,ADULTOS,68307000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Girón,2/24/2024,MASCULINO,ADULTOS,68307000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Girón,3/17/2024,MASCULINO,ADULTOS,68307000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Girón,6/30/2024,MASCULINO,ADULTOS,68307000,2
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Girón,7/20/2024,MASCULINO,ADULTOS,68307000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Girón,7/21/2024,FEMENINO,ADULTOS,68307000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Girón,8/8/2024,MASCULINO,ADULTOS,68307000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Landázuri,1/17/2024,FEMENINO,ADULTOS,68385000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Landázuri,4/7/2024,MASCULINO,ADULTOS,68385000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Lebrija,8/11/2024,MASCULINO,ADULTOS,68406000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Oiba,5/23/2024,MASCULINO,ADULTOS,68500000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Piedecuesta,1/27/2024,MASCULINO,ADULTOS,68547000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Piedecuesta,2/22/2024,MASCULINO,ADULTOS,68547000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Piedecuesta,2/25/2024,MASCULINO,ADULTOS,68547000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Piedecuesta,3/25/2024,MASCULINO,ADULTOS,68547000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Piedecuesta,4/7/2024,MASCULINO,ADULTOS,68547000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Piedecuesta,4/10/2024,MASCULINO,ADULTOS,68547000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Piedecuesta,4/21/2024,FEMENINO,ADULTOS,68547000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Piedecuesta,6/15/2024,MASCULINO,ADULTOS,68547000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Piedecuesta,7/28/2024,MASCULINO,ADULTOS,68547000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Puerto Wilches,5/19/2024,MASCULINO,ADULTOS,68575000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Rionegro,5/5/2024,MASCULINO,ADULTOS,68615000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,San Gil,6/20/2024,MASCULINO,ADULTOS,68679000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,San Gil,8/9/2024,MASCULINO,ADULTOS,68679000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Simacota,5/15/2024,MASCULINO,ADULTOS,68745000,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Simacota,8/26/2024,FEMENINO,ADULTOS,68745009,1
ARMA BLANCA / CORTOPUNZANTE,SANTANDER,Tona,8/9/2024,MASCULINO,ADULTOS,68820000,1
ARMA BLANCA / CORTOPUNZANTE,SUCRE,San Marcos,3/31/2024,MASCULINO,ADULTOS,70708000,1
ARMA BLANCA / CORTOPUNZANTE,SUCRE,San Marcos,7/17/2024,MASCULINO,ADULTOS,70708000,2
ARMA BLANCA / CORTOPUNZANTE,SUCRE,San Marcos,7/30/2024,FEMENINO,ADULTOS,70708000,1
ARMA BLANCA / CORTOPUNZANTE,SUCRE,San Onofre,3/25/2024,MASCULINO,ADULTOS,70713000,1
ARMA BLANCA / CORTOPUNZANTE,SUCRE,Sucre,7/3/2024,MASCULINO,ADULTOS,70771000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Alpujarra,6/2/2024,MASCULINO,ADULTOS,73024000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Anzoátegui,2/26/2024,MASCULINO,ADULTOS,73043000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Armero,2/28/2024,MASCULINO,ADULTOS,73055000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Armero,8/11/2024,MASCULINO,ADULTOS,73055000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Ataco,2/22/2024,MASCULINO,ADULTOS,73067000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Chaparral,1/9/2024,MASCULINO,ADULTOS,73168000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Chaparral,7/20/2024,MASCULINO,ADULTOS,73168000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Coello,1/5/2024,MASCULINO,ADULTOS,73200001,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Coello,8/15/2024,FEMENINO,ADULTOS,73200000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Coyaima,8/19/2024,MASCULINO,ADULTOS,73217000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Flandes,8/14/2024,MASCULINO,ADULTOS,73275000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Guamo,2/2/2024,FEMENINO,ADULTOS,73319000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Ibagué (CT),1/1/2024,MASCULINO,ADULTOS,73001000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Ibagué (CT),1/21/2024,MASCULINO,ADULTOS,73001000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Ibagué (CT),2/2/2024,MASCULINO,ADULTOS,73001000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Ibagué (CT),2/3/2024,MASCULINO,ADULTOS,73001000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Ibagué (CT),2/4/2024,MASCULINO,ADULTOS,73001000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Ibagué (CT),3/23/2024,MASCULINO,ADOLESCENTES,73001000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Ibagué (CT),3/24/2024,MASCULINO,ADULTOS,73001000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Ibagué (CT),4/23/2024,MASCULINO,ADULTOS,73001000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Ibagué (CT),5/26/2024,MASCULINO,ADULTOS,73001000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Ibagué (CT),7/12/2024,MASCULINO,ADULTOS,73001000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Ibagué (CT),7/18/2024,FEMENINO,ADULTOS,73001000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Icononzo,1/6/2024,MASCULINO,ADULTOS,73352000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Lérida,2/12/2024,MASCULINO,ADULTOS,73408000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Mariquita,4/13/2024,MASCULINO,ADULTOS,73443000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Natagaima,6/22/2024,MASCULINO,ADULTOS,73483000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Palocabildo,3/31/2024,MASCULINO,ADULTOS,73520000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Planadas,1/6/2024,MASCULINO,ADULTOS,73555000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Planadas,8/25/2024,MASCULINO,ADULTOS,73555000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Rovira,1/27/2024,MASCULINO,ADULTOS,73624000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Rovira,7/30/2024,MASCULINO,ADULTOS,73624000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Saldaña,4/14/2024,MASCULINO,ADULTOS,73671000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Villahermosa,8/19/2024,MASCULINO,ADULTOS,73870000,1
ARMA BLANCA / CORTOPUNZANTE,TOLIMA,Villarrica,4/28/2024,MASCULINO,ADULTOS,73873000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Andalucía,3/17/2024,MASCULINO,ADULTOS,76036000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Andalucía,7/15/2024,MASCULINO,ADULTOS,76036000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Ansermanuevo,2/3/2024,FEMENINO,ADULTOS,76041000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Ansermanuevo,2/3/2024,MASCULINO,ADULTOS,76041000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Ansermanuevo,4/14/2024,MASCULINO,ADULTOS,76041000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Buenaventura,1/21/2024,FEMENINO,ADOLESCENTES,76109000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Buenaventura,4/29/2024,MASCULINO,ADULTOS,76109000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Buenaventura,7/28/2024,MASCULINO,ADULTOS,76109000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Buenaventura,8/10/2024,MASCULINO,ADULTOS,76109000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Bugalagrande,5/20/2024,FEMENINO,ADULTOS,76113000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Caicedonia,1/6/2024,MASCULINO,ADULTOS,76122000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Caicedonia,1/28/2024,MASCULINO,ADULTOS,76122000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Caicedonia,7/27/2024,MASCULINO,ADULTOS,76122000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),1/1/2024,MASCULINO,ADULTOS,76001000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),1/3/2024,MASCULINO,ADULTOS,76001000,3
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),1/9/2024,MASCULINO,ADULTOS,76001000,2
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),1/18/2024,MASCULINO,ADULTOS,76001000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),1/19/2024,MASCULINO,ADULTOS,76001000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),1/21/2024,FEMENINO,ADULTOS,76001000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),1/21/2024,MASCULINO,ADULTOS,76001000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),1/25/2024,MASCULINO,ADULTOS,76001000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),1/26/2024,MASCULINO,ADOLESCENTES,76001000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),1/27/2024,MASCULINO,ADULTOS,76001000,2
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),1/28/2024,MASCULINO,ADULTOS,76001000,4
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),1/31/2024,MASCULINO,ADOLESCENTES,76001000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),2/1/2024,MASCULINO,ADULTOS,76001000,2
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),2/3/2024,MASCULINO,ADULTOS,76001000,2
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),2/4/2024,MASCULINO,ADOLESCENTES,76001000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),2/5/2024,MASCULINO,ADULTOS,76001000,2
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),2/13/2024,FEMENINO,ADULTOS,76001000,2
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),2/13/2024,MASCULINO,ADULTOS,76001000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),2/26/2024,MASCULINO,ADULTOS,76001000,1
ARMA BLANCA / CORTOPUNZANTE,VALLE,Cali (CT),2/28/2024,MASCULINO,ADULTOS,76001000,2
