DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMA MEDIO,FECHA HECHO,GENERO,AGRUPA EDAD,CANTIDAD
CAUCA,CORINTO,19212000,ARMA DE FUEGO,4/1/2019,MASCULINO,ADULTOS,1
CAUCA,CORINTO,19212000,ARMA DE FUEGO,4/1/2019,MASCULINO,ADULTOS,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,4/1/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/1/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/1/2019,MASCULINO,ADULTOS,1
CESAR,SAN MARTÍN,20770000,ARMA DE FUEGO,4/1/2019,MASCULINO,ADULTOS,1
NARIÑO,OLAYA HERRERA,52490000,ARMA DE FUEGO,4/1/2019,MASCULINO,ADOLESCENTES,1
CALDAS,MANIZALES (CT),17001000,CONTUNDENTES,4/1/2019,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,CONTUNDENTES,4/1/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,CONTUNDENTES,4/1/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,4/2/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),08001000,ARMA BLANCA / CORTOPUNZANTE,4/2/2019,FEMENINO,ADULTOS,1
CALDAS,SUPÍA,17777000,ARMA BLANCA / CORTOPUNZANTE,4/2/2019,MASCULINO,ADULTOS,1
CAUCA,BALBOA,19075000,ARMA BLANCA / CORTOPUNZANTE,4/2/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),08001000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,4/2/2019,FEMENINO,ADOLESCENTES,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,4/2/2019,FEMENINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
NARIÑO,SAN PABLO,52693000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,SOLEDAD,08758000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,SOLEDAD,08758000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),08001000,ARMA DE FUEGO,4/2/2019,FEMENINO,MENORES,1
ATLÁNTICO,BARRANQUILLA (CT),08001000,ARMA DE FUEGO,4/2/2019,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,URRAO,05847000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,URRAO,05847000,ARMA DE FUEGO,4/2/2019,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADOLESCENTES,1
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
CÓRDOBA,PLANETA RICA,23555000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
HUILA,SALADOBLANCO,41660000,ARMA DE FUEGO,4/2/2019,MASCULINO,ADULTOS,1
BOYACÁ,DUITAMA,15238000,ARMA BLANCA / CORTOPUNZANTE,4/3/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,4/3/2019,FEMENINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,4/3/2019,MASCULINO,ADULTOS,1
CAQUETÁ,PUERTO RICO,18592000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
BOYACÁ,PUERTO BOYACÁ,15572000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
CALDAS,PALESTINA,17524000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,MALAMBO,08433000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MUTATÁ,05480000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,PUERTO TRIUNFO,05591000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,MOSQUERA,25473000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/3/2019,FEMENINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,4/3/2019,FEMENINO,ADULTOS,1
ARAUCA,ARAUQUITA,81065000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,4/3/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,CONTUNDENTES,4/3/2019,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,APARTADÓ,05045000,CONTUNDENTES,4/3/2019,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,4/4/2019,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,4/4/2019,MASCULINO,ADULTOS,1
NARIÑO,SAMANIEGO,52678000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADULTOS,1
CESAR,AGUACHICA,20011000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADOLESCENTES,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,SAN JERÓNIMO,05656000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADULTOS,1
CAUCA,GUAPI,19318000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADULTOS,1
CÓRDOBA,MONTERÍA (CT),23001000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA DE FUEGO,4/4/2019,MASCULINO,ADULTOS,1
NARIÑO,CUMBITARA,52233000,ARMA DE FUEGO,4/4/2019,FEMENINO,ADULTOS,1
ANTIOQUIA,SAN ROQUE,05670000,CONTUNDENTES,4/4/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,4/4/2019,MASCULINO,ADULTOS,1
QUINDÍO,SALENTO,63690000,CONTUNDENTES,4/4/2019,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,4/5/2019,MASCULINO,ADULTOS,1
MAGDALENA,SAN ZENÓN,47703000,ARMA BLANCA / CORTOPUNZANTE,4/5/2019,MASCULINO,ADULTOS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA BLANCA / CORTOPUNZANTE,4/5/2019,MASCULINO,ADULTOS,1
BOYACÁ,DUITAMA,15238000,ARMA BLANCA / CORTOPUNZANTE,4/5/2019,FEMENINO,ADULTOS,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA BLANCA / CORTOPUNZANTE,4/5/2019,MASCULINO,ADULTOS,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARMA DE FUEGO,4/5/2019,FEMENINO,MENORES,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARMA DE FUEGO,4/5/2019,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
META,GRANADA,50313000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADOLESCENTES,1
VALLE,CARTAGO,76147000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
HUILA,NEIVA (CT),41001000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
CALDAS,ANSERMA,17042000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,4/5/2019,FEMENINO,ADULTOS,1
PUTUMAYO,ORITO,86320000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
NARIÑO,RICAURTE,52612000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
CÓRDOBA,SAHAGÚN,23660000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
CESAR,LA JAGUA DE IBIRICO,20400000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
CÓRDOBA,MONTERÍA (CT),23001000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
CÓRDOBA,MONTERÍA (CT),23001000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/5/2019,MASCULINO,ADULTOS,1
CÓRDOBA,MONTERÍA (CT),23001000,ARMA BLANCA / CORTOPUNZANTE,4/6/2019,MASCULINO,ADOLESCENTES,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,4/6/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,4/6/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,4/6/2019,MASCULINO,ADULTOS,1
VICHADA,PUERTO CARREÑO (CT),99001000,ARMA BLANCA / CORTOPUNZANTE,4/6/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,4/6/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,4/6/2019,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,4/6/2019,MASCULINO,ADULTOS,1
MAGDALENA,CIÉNAGA,47189000,ARMA BLANCA / CORTOPUNZANTE,4/6/2019,MASCULINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS (CT),88001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,REMEDIOS,05604000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
VALLE,EL CAIRO,76246000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
HUILA,NEIVA (CT),41001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADOLESCENTES,1
QUINDÍO,MONTENEGRO,63470000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
QUINDÍO,ARMENIA (CT),63001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,MOSQUERA,25473000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),08001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
MAGDALENA,EL BANCO,47245000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,4/6/2019,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
QUINDÍO,CIRCASIA,63190000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,4/6/2019,FEMENINO,MENORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
CAQUETÁ,CURILLO,18205000,ARMA DE FUEGO,4/6/2019,FEMENINO,ADULTOS,1
CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
META,VISTAHERMOSA,50711000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
META,VISTAHERMOSA,50711000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,4/6/2019,MASCULINO,ADULTOS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,4/6/2019,MASCULINO,ADULTOS,1
QUINDÍO,LA TEBAIDA,63401000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
SANTANDER,FLORIÁN,68271000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,68307000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,ANDES,05034000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
NARIÑO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,ZIPAQUIRÁ,25899000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
CAUCA,SUÁREZ,19780000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
CAQUETÁ,MILÁN,18460000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
VALLE,CALIMA,76126000,ARMA BLANCA / CORTOPUNZANTE,4/7/2019,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),70001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
HUILA,NEIVA (CT),41001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
CAQUETÁ,CURILLO,18205000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,4/7/2019,FEMENINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
CAUCA,TORIBIO,19821000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,YARUMAL,05887000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
BOLÍVAR,TURBACO,13836000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
CALDAS,VITERBO,17877000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
CESAR,LA JAGUA DE IBIRICO,20400000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
CESAR,LA JAGUA DE IBIRICO,20400000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
TOLIMA,ESPINAL,73268000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),08001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,05042000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADOLESCENTES,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADOLESCENTES,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),70001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
HUILA,NEIVA (CT),41001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
BOLÍVAR,ARJONA,13052000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
NARIÑO,SAMANIEGO,52678000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
CAUCA,PAEZ,19517000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
CHOCÓ,UNGUÍA,27800000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
VALLE,YOTOCO,76890000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
ARAUCA,ARAUQUITA,81065000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
NARIÑO,PASTO (CT),52001000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
SANTANDER,SANTA HELENA DEL OPÓN,68720000,ARMA DE FUEGO,4/7/2019,FEMENINO,ADULTOS,1
TOLIMA,LÍBANO,73411000,ARMA DE FUEGO,4/7/2019,MASCULINO,ADULTOS,1
CAUCA,ARGELIA,19050000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,4/7/2019,MASCULINO,ADULTOS,1
CAUCA,ARGELIA,19050000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,4/7/2019,MASCULINO,ADULTOS,1
HUILA,NEIVA (CT),41001000,CONTUNDENTES,4/7/2019,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,4/7/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,CONTUNDENTES,4/7/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,CONTUNDENTES,4/7/2019,FEMENINO,ADOLESCENTES,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,4/7/2019,MASCULINO,ADULTOS,1
VALLE,ANSERMANUEVO,76041000,CONTUNDENTES,4/7/2019,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,4/8/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,4/8/2019,MASCULINO,ADULTOS,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA BLANCA / CORTOPUNZANTE,4/8/2019,FEMENINO,ADULTOS,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA BLANCA / CORTOPUNZANTE,4/8/2019,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,4/8/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,4/8/2019,MASCULINO,ADULTOS,1
CÓRDOBA,MONTERÍA (CT),23001000,ARMA BLANCA / CORTOPUNZANTE,4/8/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,4/8/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,4/8/2019,MASCULINO,ADULTOS,1
HUILA,AIPE,41016000,ARMA BLANCA / CORTOPUNZANTE,4/8/2019,MASCULINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,4/8/2019,MASCULINO,ADULTOS,1
