DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMA MEDIO,FECHA HECHO,GENERO,AGRUPA EDAD,CANTIDAD
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADULTOS,1
NARIÑO,CUMBAL,52227000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADULTOS,1
NARIÑO,CUMBAL,52227000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,ABEJORRAL,05002000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADULTOS,1
MAGDALENA,PUEBLOVIEJO,47570000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,LA CEJA,05376000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADULTOS,1
NARIÑO,EL PEÑOL,52254000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADOLESCENTES,1
CESAR,LA JAGUA DE IBIRICO,20400000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADULTOS,1
VALLE,RESTREPO,76606000,ARMA DE FUEGO,6/14/2019,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,6/14/2019,FEMENINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,6/15/2019,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,6/15/2019,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,6/15/2019,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA BLANCA / CORTOPUNZANTE,6/15/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,6/15/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,6/15/2019,MASCULINO,ADULTOS,1
BOLÍVAR,EL CARMEN DE BOLÍVAR,13244000,ARMA BLANCA / CORTOPUNZANTE,6/15/2019,MASCULINO,ADULTOS,1
RISARALDA,MISTRATÓ,66456000,ARMA BLANCA / CORTOPUNZANTE,6/15/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,6/15/2019,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
VALLE,ALCALÁ,76020000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
BOLÍVAR,SANTA ROSA DEL SUR,13688000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,SANTA ROSA DE OSOS,05686000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,SEGOVIA,05736000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,SEGOVIA,05736000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),08001000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANALARGA,05628000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
NARIÑO,IPIALES,52356000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
NARIÑO,IPIALES,52356000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
NARIÑO,IPIALES,52356000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
META,LA MACARENA,50350000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,2
RISARALDA,DOSQUEBRADAS,66170000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
TOLIMA,DOLORES,73236000,ARMA DE FUEGO,6/15/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MARINILLA,05440000,CONTUNDENTES,6/15/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,CONTUNDENTES,6/15/2019,MASCULINO,ADULTOS,1
GUAJIRA,FONSECA,44279000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
CALDAS,PALESTINA,17524000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
CALDAS,MANIZALES (CT),17001000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,FEMENINO,ADULTOS,1
PUTUMAYO,ORITO,86320000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
HUILA,SANTA MARÍA,41676000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
TOLIMA,RONCESVALLES,73622000,ARMA BLANCA / CORTOPUNZANTE,6/16/2019,MASCULINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
VALLE,SAN PEDRO,76670000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
GUAJIRA,FONSECA,44279000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,ANORÍ,05040000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,POLONUEVO,08558000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),08001000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADOLESCENTES,1
VALLE,CANDELARIA,76130000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,2
VALLE,TULUÁ,76834000,ARMA DE FUEGO,6/16/2019,FEMENINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
QUINDÍO,QUIMBAYA,63594000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
HUILA,NEIVA (CT),41001000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
BOLÍVAR,PINILLOS,13549000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
CAUCA,CORINTO,19212000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
CAUCA,PIENDAMÓ,19548000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,2
ANTIOQUIA,ITAGUI,05360000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
META,RESTREPO,50606000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),08001000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
TOLIMA,CAJAMARCA,73124000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
TOLIMA,ESPINAL,73268000,ARMA DE FUEGO,6/16/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,6/16/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,CONTUNDENTES,6/16/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,CONTUNDENTES,6/16/2019,MASCULINO,ADULTOS,1
CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150000,CONTUNDENTES,6/16/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,6/17/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA BLANCA / CORTOPUNZANTE,6/17/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,6/17/2019,MASCULINO,ADULTOS,1
NARIÑO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,6/17/2019,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA BLANCA / CORTOPUNZANTE,6/17/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,6/17/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,6/17/2019,MASCULINO,ADULTOS,1
BOLÍVAR,EL CARMEN DE BOLÍVAR,13244000,ARMA BLANCA / CORTOPUNZANTE,6/17/2019,FEMENINO,ADOLESCENTES,1
VALLE,PRADERA,76563000,ARMA BLANCA / CORTOPUNZANTE,6/17/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,6/17/2019,MASCULINO,ADULTOS,1
VALLE,LA UNIÓN,76400000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
NARIÑO,OLAYA HERRERA,52490000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
CAUCA,CALOTO,19142000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
VALLE,ZARZAL,76895000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
GUAJIRA,DIBULLA,44090000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
NARIÑO,OLAYA HERRERA,52490000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
NARIÑO,EL CHARCO,52250000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,GIRARDOT,25307000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
CASANARE,SAN LUIS DE PALENQUE,85325000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO CAICEDO,86569000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,LA CEJA,05376000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,ZARAGOZA,05895000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADOLESCENTES,1
QUINDÍO,MONTENEGRO,63470000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
CAUCA,SUÁREZ,19780000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
HUILA,ALGECIRAS,41020000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
TOLIMA,ROVIRA,73624000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
TOLIMA,MELGAR,73449000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,6/17/2019,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,CONTUNDENTES,6/17/2019,FEMENINO,ADULTOS,1
BOYACÁ,SOGAMOSO,15759000,ARMA BLANCA / CORTOPUNZANTE,6/18/2019,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,68547000,ARMA BLANCA / CORTOPUNZANTE,6/18/2019,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,6/18/2019,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),08001000,ARMA BLANCA / CORTOPUNZANTE,6/18/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,6/18/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,6/18/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,ARMA BLANCA / CORTOPUNZANTE,6/18/2019,FEMENINO,ADULTOS,1
SANTANDER,SURATÁ,68780000,ARMA BLANCA / CORTOPUNZANTE,6/18/2019,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADULTOS,1
QUINDÍO,QUIMBAYA,63594000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,ZIPAQUIRÁ,25899000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADULTOS,1
QUINDÍO,ARMENIA (CT),63001000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,6/18/2019,FEMENINO,ADULTOS,1
ANTIOQUIA,REMEDIOS,05604000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,REMEDIOS,05604000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADOLESCENTES,2
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADULTOS,1
BOLÍVAR,SANTA CATALINA,13673000,ARMA DE FUEGO,6/18/2019,FEMENINO,ADULTOS,1
BOLÍVAR,VILLANUEVA,13873000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,6/18/2019,FEMENINO,ADULTOS,1
BOYACÁ,CÓMBITA,15204000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADULTOS,1
RISARALDA,BELÉN DE UMBRÍA,66088000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA DE FUEGO,6/18/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,6/18/2019,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,CONTUNDENTES,6/18/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,6/19/2019,MASCULINO,ADULTOS,1
NARIÑO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,6/19/2019,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,6/19/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARMA BLANCA / CORTOPUNZANTE,6/19/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,6/19/2019,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADOLESCENTES,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,1
CÓRDOBA,SAHAGÚN,23660000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANALARGA,05628000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,1
CÓRDOBA,MONTERÍA (CT),23001000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,6/19/2019,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,2
ANTIOQUIA,SALGAR,05642000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,1
VALLE,GUACARÍ,76318000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADOLESCENTES,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),70001000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,6/19/2019,MASCULINO,ADULTOS,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,6/19/2019,FEMENINO,ADULTOS,1
CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,6/19/2019,FEMENINO,ADULTOS,1
NORTE DE SANTANDER,SAN CAYETANO,54673000,ARMA BLANCA / CORTOPUNZANTE,6/20/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,SANTA BÁRBARA,05679000,ARMA BLANCA / CORTOPUNZANTE,6/20/2019,FEMENINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,6/20/2019,MASCULINO,ADULTOS,1
CALDAS,MANIZALES (CT),17001000,ARMA BLANCA / CORTOPUNZANTE,6/20/2019,MASCULINO,ADULTOS,1
CALDAS,MANIZALES (CT),17001000,ARMA BLANCA / CORTOPUNZANTE,6/20/2019,FEMENINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,6/20/2019,FEMENINO,MENORES,1
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,6/20/2019,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
CAUCA,BOLÍVAR,19100000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
CAUCA,ARGELIA,19050000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADOLESCENTES,1
CAUCA,ARGELIA,19050000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
CAUCA,ARGELIA,19050000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
GUAJIRA,URIBIA,44847000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
GUAJIRA,DIBULLA,44090000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADOLESCENTES,1
GUAJIRA,DIBULLA,44090000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
CAUCA,GUAPI,19318000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
CAUCA,SUÁREZ,19780000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADOLESCENTES,1
HUILA,GIGANTE,41306000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
SUCRE,SAN MARCOS,70708000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,6/20/2019,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,CONTUNDENTES,6/20/2019,FEMENINO,ADULTOS,1
MAGDALENA,ZONA BANANERA,47980000,CONTUNDENTES,6/20/2019,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,6/21/2019,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,6/21/2019,MASCULINO,ADULTOS,1
QUINDÍO,CALARCA,63130000,ARMA BLANCA / CORTOPUNZANTE,6/21/2019,MASCULINO,ADULTOS,1
CÓRDOBA,TIERRALTA,23807000,ARMA DE FUEGO,6/21/2019,FEMENINO,ADULTOS,1
