DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMA MEDIO,FECHA HECHO,GENERO,AGRUPA EDAD,CANTIDAD
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,3/1/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,3/20/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,4/24/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,4/28/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,4/30/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,5/7/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,5/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,7/24/2020,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,8/25/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,9/6/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,9/14/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,10/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,11/30/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,12/25/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BETANIA,05091000,ARMA BLANCA / CORTOPUNZANTE,1/5/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BETANIA,05091000,ARMA BLANCA / CORTOPUNZANTE,1/19/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BETANIA,05091000,ARMA BLANCA / CORTOPUNZANTE,5/3/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BETANIA,05091000,ARMA BLANCA / CORTOPUNZANTE,6/14/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BETANIA,05091000,ARMA BLANCA / CORTOPUNZANTE,12/6/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BETULIA,05093000,ARMA BLANCA / CORTOPUNZANTE,12/13/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BURITICÁ,05113000,ARMA BLANCA / CORTOPUNZANTE,5/2/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BURITICÁ,05113000,ARMA BLANCA / CORTOPUNZANTE,5/28/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,1/3/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,1/16/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,2/22/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,9/24/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,10/3/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,11/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,12/19/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,1/31/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,2/20/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,10/6/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,12/9/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CARAMANTA,05145000,ARMA BLANCA / CORTOPUNZANTE,10/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,5/25/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,1/19/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,2/28/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,7/28/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,8/10/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,11/30/2020,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,4/5/2020,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,4/14/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,9/4/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,12/4/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CISNEROS,05190000,ARMA BLANCA / CORTOPUNZANTE,11/30/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,2/11/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,3/6/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,5/24/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,11/22/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,11/29/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COCORNÁ,05197000,ARMA BLANCA / CORTOPUNZANTE,1/5/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,4/29/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,4/30/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,8/21/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,1/14/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,1/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,1/31/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,10/9/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,DABEIBA,05234000,ARMA BLANCA / CORTOPUNZANTE,9/23/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,DON MATÍAS,05237000,ARMA BLANCA / CORTOPUNZANTE,11/25/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EBÉJICO,05240000,ARMA BLANCA / CORTOPUNZANTE,4/6/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,7/8/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,7/11/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,8/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,2/22/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,3/18/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,4/20/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,8/2/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,10/18/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,12/22/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA BLANCA / CORTOPUNZANTE,9/5/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA BLANCA / CORTOPUNZANTE,10/18/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,6/19/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,9/4/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,10/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,FREDONIA,05282000,ARMA BLANCA / CORTOPUNZANTE,3/1/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,FREDONIA,05282000,ARMA BLANCA / CORTOPUNZANTE,8/7/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,FREDONIA,05282000,ARMA BLANCA / CORTOPUNZANTE,12/14/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,FRONTINO,05284000,ARMA BLANCA / CORTOPUNZANTE,8/23/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,6/7/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,6/9/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,10/31/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,11/4/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,GÓMEZ PLATA,05310000,ARMA BLANCA / CORTOPUNZANTE,11/16/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,3/28/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,11/22/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,12/8/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,12/10/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,HELICONIA,05347000,ARMA BLANCA / CORTOPUNZANTE,3/3/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,1/1/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,1/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,1/19/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,2/23/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,3/1/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,4/19/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,5/16/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,8/19/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,10/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,11/2/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,12/8/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,12/18/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITUANGO,05361000,ARMA BLANCA / CORTOPUNZANTE,5/14/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,JARDÍN,05364000,ARMA BLANCA / CORTOPUNZANTE,6/14/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,JERICÓ,05368000,ARMA BLANCA / CORTOPUNZANTE,8/30/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,LA CEJA,05376000,ARMA BLANCA / CORTOPUNZANTE,1/1/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,LA CEJA,05376000,ARMA BLANCA / CORTOPUNZANTE,3/8/2020,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,1/5/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MARINILLA,05440000,ARMA BLANCA / CORTOPUNZANTE,1/22/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MARINILLA,05440000,ARMA BLANCA / CORTOPUNZANTE,2/2/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MARINILLA,05440000,ARMA BLANCA / CORTOPUNZANTE,4/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MARINILLA,05440000,ARMA BLANCA / CORTOPUNZANTE,6/7/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/4/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/9/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/10/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/16/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/22/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/26/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/28/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/31/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/6/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/8/2020,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/8/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/16/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/19/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/21/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/22/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/23/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,3/9/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,3/14/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,3/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,3/29/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,4/1/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,4/2/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,4/9/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,4/19/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,4/20/2020,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,4/21/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,4/22/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,5/19/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,5/23/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,5/28/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,5/31/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,5/31/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,6/5/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,6/20/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,6/20/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,6/24/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,6/26/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,6/27/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,6/28/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,6/29/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,6/30/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,7/1/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,7/2/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,7/11/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,7/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,7/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,8/2/2020,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,8/4/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,8/7/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,8/9/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,8/10/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,8/13/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,8/24/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,8/27/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,8/27/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,8/30/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,8/31/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,9/1/2020,MASCULINO,ADULTOS,1
