ARMA MEDIO,DEPARTAMENTO,MUNICIPIO,FECHA HECHO,GENERO,AGRUPA EDAD,CODIGO DANE,CANTIDAD
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Apartadó,02/10/2023,MASCULINO,ADULTOS,05045000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Apartadó,25/12/2023,MASCULINO,ADULTOS,05045000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Armenia,30/08/2023,MASCULINO,ADULTOS,05059000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Barbosa,01/01/2023,MASCULINO,ADULTOS,05079000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Barbosa,25/08/2023,FEMENINO,ADULTOS,05079000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,03/02/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,22/03/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,26/03/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,01/04/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,04/04/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,08/05/2023,FEMENINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,09/05/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,19/05/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,28/05/2023,FEMENINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,28/05/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,14/07/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,15/07/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,16/07/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,17/07/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,03/08/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,08/08/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,22/10/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,10/11/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,14/11/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,08/12/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Bello,22/12/2023,MASCULINO,ADULTOS,05088000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Buriticá,11/03/2023,MASCULINO,ADULTOS,05113000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Buriticá,19/11/2023,FEMENINO,ADULTOS,05113000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caicedo,19/03/2023,MASCULINO,ADULTOS,05125000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caldas,11/02/2023,MASCULINO,ADULTOS,05129000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caldas,12/03/2023,MASCULINO,ADULTOS,05129000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caldas,14/03/2023,FEMENINO,ADULTOS,05129000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caldas,03/06/2023,MASCULINO,ADULTOS,05129000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caldas,12/06/2023,MASCULINO,ADULTOS,05129000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caldas,18/07/2023,MASCULINO,ADULTOS,05129000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caldas,09/11/2023,MASCULINO,ADULTOS,05129000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caldas,11/11/2023,FEMENINO,ADULTOS,05129000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caldas,16/11/2023,MASCULINO,ADULTOS,05129000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Campamento,01/05/2023,MASCULINO,ADULTOS,05134000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Cañasgordas,27/11/2023,MASCULINO,ADULTOS,05138000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Carepa,07/02/2023,MASCULINO,ADULTOS,05147000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Carepa,18/02/2023,MASCULINO,ADULTOS,05147000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Carepa,21/03/2023,MASCULINO,ADULTOS,05147000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Carepa,18/09/2023,MASCULINO,ADULTOS,05147000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caucasia,19/08/2023,MASCULINO,ADULTOS,05154000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caucasia,14/12/2023,MASCULINO,ADULTOS,05154000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Caucasia,25/12/2023,MASCULINO,ADULTOS,05154000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Chigorodó,04/02/2023,FEMENINO,ADULTOS,05172000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Chigorodó,14/02/2023,MASCULINO,ADULTOS,05172000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Chigorodó,17/02/2023,MASCULINO,ADULTOS,05172000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Chigorodó,26/02/2023,MASCULINO,ADULTOS,05172000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Chigorodó,12/03/2023,MASCULINO,ADULTOS,05172000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Chigorodó,07/06/2023,MASCULINO,ADULTOS,05172000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Chigorodó,21/07/2023,MASCULINO,ADOLESCENTES,05172000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Chigorodó,03/09/2023,MASCULINO,ADULTOS,05172000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Cisneros,12/07/2023,MASCULINO,ADULTOS,05190000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Ciudad Bolívar,10/03/2023,MASCULINO,ADULTOS,05101000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Ciudad Bolívar,22/07/2023,MASCULINO,ADULTOS,05101000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Ciudad Bolívar,23/12/2023,MASCULINO,ADULTOS,05101000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Cocorná,29/07/2023,MASCULINO,ADULTOS,05197000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Concordia,09/01/2023,MASCULINO,ADULTOS,05209000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Concordia,24/12/2023,FEMENINO,ADULTOS,05209000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Copacabana,11/03/2023,MASCULINO,ADULTOS,05212000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Copacabana,16/03/2023,MASCULINO,ADULTOS,05212000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Copacabana,16/05/2023,MASCULINO,ADULTOS,05212000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Copacabana,19/05/2023,MASCULINO,ADULTOS,05212000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Copacabana,22/08/2023,MASCULINO,ADULTOS,05212000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Copacabana,30/08/2023,MASCULINO,ADULTOS,05212000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Copacabana,14/09/2023,MASCULINO,ADULTOS,05212000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Copacabana,24/09/2023,MASCULINO,ADULTOS,05212000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Copacabana,19/11/2023,MASCULINO,ADULTOS,05212000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Copacabana,24/11/2023,MASCULINO,ADULTOS,05212000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Dabeiba,01/05/2023,MASCULINO,ADULTOS,05234000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Dabeiba,02/11/2023,MASCULINO,ADULTOS,05234000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Dabeiba,26/11/2023,FEMENINO,ADULTOS,05234000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Don Matías,10/12/2023,MASCULINO,ADULTOS,05237000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Ebéjico,23/11/2023,MASCULINO,ADULTOS,05240000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,El Bagre,01/04/2023,MASCULINO,ADULTOS,05250000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,El Carmen de Viboral,28/07/2023,FEMENINO,ADULTOS,05148000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,El Carmen de Viboral,28/10/2023,MASCULINO,ADULTOS,05148000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,El Santuario,02/08/2023,MASCULINO,ADULTOS,05697000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,El Santuario,25/08/2023,MASCULINO,ADULTOS,05697000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Entrerrios,17/03/2023,MASCULINO,ADULTOS,05264000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Envigado,17/02/2023,MASCULINO,ADULTOS,05266000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Envigado,31/10/2023,MASCULINO,ADULTOS,05266000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Envigado,11/12/2023,MASCULINO,ADULTOS,05266000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Fredonia,26/02/2023,MASCULINO,ADULTOS,05282000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Frontino,12/06/2023,MASCULINO,ADULTOS,05284000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Giraldo,24/05/2023,MASCULINO,ADULTOS,05306000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Girardota,05/02/2023,FEMENINO,ADULTOS,05308000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Girardota,21/05/2023,MASCULINO,ADULTOS,05308000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Girardota,27/06/2023,MASCULINO,ADULTOS,05308000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Girardota,25/07/2023,MASCULINO,ADULTOS,05308000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Girardota,11/11/2023,MASCULINO,ADULTOS,05308000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Girardota,13/12/2023,MASCULINO,ADULTOS,05308000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Gómez Plata,17/09/2023,MASCULINO,ADULTOS,05310000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Guarne,21/01/2023,FEMENINO,ADULTOS,05318000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Guarne,12/12/2023,MASCULINO,ADULTOS,05318000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Guarne,19/12/2023,MASCULINO,ADULTOS,05318000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Heliconia,25/01/2023,MASCULINO,ADULTOS,05347000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Itagui,16/01/2023,FEMENINO,ADULTOS,05360000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Itagui,21/06/2023,MASCULINO,ADULTOS,05360000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Itagui,25/06/2023,MASCULINO,ADULTOS,05360000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Itagui,03/09/2023,MASCULINO,ADULTOS,05360000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Itagui,24/12/2023,MASCULINO,ADULTOS,05360000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Jardín,15/03/2023,MASCULINO,ADULTOS,05364000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Jardín,08/09/2023,MASCULINO,ADULTOS,05364000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,La Ceja,26/03/2023,MASCULINO,ADULTOS,05376000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,La Ceja,15/10/2023,MASCULINO,ADULTOS,05376000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,La Estrella,13/01/2023,MASCULINO,ADULTOS,05380000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,La Estrella,21/11/2023,MASCULINO,ADULTOS,05380000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,La Pintada,12/05/2023,MASCULINO,ADOLESCENTES,05390000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,La Unión,05/04/2023,MASCULINO,ADULTOS,05400000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Marinilla,09/05/2023,MASCULINO,ADULTOS,05440000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Marinilla,11/05/2023,MASCULINO,ADULTOS,05440000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Marinilla,31/10/2023,MASCULINO,ADULTOS,05440000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),01/01/2023,MASCULINO,ADULTOS,05001000,3
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),02/01/2023,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),13/01/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),18/01/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),20/01/2023,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),21/01/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),23/01/2023,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),24/01/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),27/01/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),29/01/2023,MASCULINO,ADULTOS,05001000,3
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),04/02/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),05/02/2023,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),20/02/2023,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),01/03/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),02/03/2023,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),03/03/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),05/03/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),06/03/2023,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),07/03/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),08/03/2023,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),10/03/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),12/03/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),19/03/2023,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),19/03/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),22/03/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),23/03/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),26/03/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),01/04/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),01/04/2023,MASCULINO,ADULTOS,05001008,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),02/04/2023,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),11/04/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),16/04/2023,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),16/04/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),17/04/2023,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),18/04/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),22/04/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),24/04/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),27/04/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),30/04/2023,MASCULINO,ADULTOS,05001000,3
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),02/05/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),05/05/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),08/05/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),14/05/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),15/05/2023,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),18/05/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),20/05/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),21/05/2023,MASCULINO,ADULTOS,05001005,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),25/05/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),02/06/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),04/06/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),05/06/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),08/06/2023,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),10/06/2023,MASCULINO,ADOLESCENTES,05001001,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),12/06/2023,MASCULINO,ADULTOS,05001000,2
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),17/06/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),18/06/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),22/06/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),26/06/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),29/06/2023,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),03/07/2023,FEMENINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),05/07/2023,FEMENINO,ADULTOS,05001014,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),09/07/2023,MASCULINO,ADULTOS,05001000,1
ARMA BLANCA / CORTOPUNZANTE,ANTIOQUIA,Medellín (CT),11/07/2023,MASCULINO,ADULTOS,05001000,1
